#id_node              x              y              z
1905         -45.447860     -14.745351      16.388041
1906         -50.000000      -7.499991      14.951898
1907         -50.000000     -10.000000      19.282032
1908         -42.333158     -21.905642      18.247140
1909         -44.743963     -20.000000      23.664730
1910         -50.000000       2.500000      14.951905
1911         -41.060009     -32.353771      41.334472
1912         -44.733843     -28.996235      38.549430
1913         -43.584459     -29.056890      27.827248
1914         -39.930642     -34.124943      29.566878
1915         -50.000000     -20.000000      27.942286
1916         -50.000000     -15.000000      27.942286
1917         -50.000000     -22.500000      32.272413
1918         -50.000000     -17.533370      32.225710
1919         -50.000000     -20.200218      36.463427
1920         -12.500000     -50.000000      23.612159
1921          -7.500000     -50.000000      23.612159
1922          -5.000000     -50.000000      27.942286
1923         -10.000000     -50.000000      27.942286
1924         -14.998925     -50.000000      27.940481
1925         -12.498608     -50.000000      32.266688
1926         -14.996707     -50.000000      36.573298
1927         -17.494940     -50.000000      32.267306
1928         -23.138543     -41.669820      18.622951
1929         -25.889835     -44.194084      25.798638
1930         -19.845655     -43.601657      24.311153
1931         -15.176883     -45.596297      25.250757
1932         -18.528408     -40.187281      20.167339
1933         -36.854333     -38.466166      32.169306
1934         -32.438256     -40.390607      28.722957
1935         -18.307921     -44.769197      29.774277
1936         -29.484973     -42.506868      35.362878
1937         -30.765344     -41.589397      42.784674
1938         -23.563464     -43.028836      31.484224
1939         -24.997029     -43.467631      44.317623
1940         -22.381484     -44.663266      38.086021
1941         -28.885177     -37.997553      24.878779
1942         -27.290293     -40.114284      29.344153
1943         -20.000000     -41.339746      50.000000
1944         -36.102162     -32.390790      39.448198
1945         -29.315303     -37.394045      37.565466
1946         -29.944569     -32.470403      50.000000
1947         -26.149753     -38.072464      44.850608
1948         -29.071122     -34.222266      42.137262
1949         -25.113488     -32.789964      50.000000
1950         -22.500000     -37.009619      50.000000
1951         -44.386791      14.402816     -12.690749
1952         -45.210814      19.445008     -10.036773
1953         -43.324817       9.605147      -8.983285
1954         -45.348298      11.455628      -4.526206
1955         -50.000000      10.000000       1.961524
1956         -50.000000      12.500000      -2.368603
1957         -50.000000      17.500000      -2.368603
1958         -50.000000      22.500000      -2.368603
1959         -50.000000      20.000000       1.961524
1960         -31.622526      -7.206366     -13.742505
1961         -36.848454      -9.277429      -8.256802
1962         -50.000000       7.500000       6.291651
1963         -50.000000       7.500000      14.951905
1964         -50.000000      -4.999998      19.282031
1965         -50.000000      -2.499997      14.951903
1966         -45.407049      -5.265126       7.888100
1967         -50.000000       0.000000      10.621778
1968         -50.000000       5.000000      10.621778
1969         -38.632905      -6.073472      -3.698943
1970         -42.612855      -4.780182       1.042094
1971         -44.313729      -0.757513       5.218917
1972         -32.955783      10.949010     -19.528903
1973         -38.090113       5.220294     -11.163117
1974         -33.482452       6.630259     -14.284582
1975         -33.260528      -4.622234      -5.820045
1976         -41.554421     -23.744505      41.467143
1977         -41.343672     -20.000000      50.000000
1978         -37.914940     -27.895018      44.041346
1979         -32.105176     -30.267604      44.748303
1980         -36.652961     -27.864204      50.000000
1981         -31.861382     -28.261959      50.000000
1982         -37.210638     -22.411061      50.000000
1983         -33.848144     -24.843733      50.000000
1984         -24.967526     -38.879558      14.141327
1985         -27.443516     -36.418858       8.983381
1986         -27.825244     -37.502590      18.670536
1987         -39.075871     -20.277631      13.795333
1988         -43.381619     -14.810830      21.241141
1989         -32.544185     -31.852491      15.653788
1990         -35.842913     -24.779009      14.627275
1991         -29.162112     -35.552238      13.924329
1992         -33.028617     -34.296798      29.231813
1993         -35.325914     -31.613985      34.258433
1994         -43.979536     -22.823026      29.572161
1995         -41.840860     -27.296137      33.937828
1996         -44.542489     -22.602961      36.434573
1997         -38.659953     -21.688320      29.264878
1998         -39.411325     -24.982231      24.991058
1999         -35.606312     -31.090664      24.669120
2000         -37.840896     -24.685421      19.739388
2001         -44.207297     -12.126663      11.980128
2002           0.000000     -14.554990     -35.013797
2003          -5.947330     -21.699288     -26.742413
2004          -2.665760     -17.226840     -30.283751
2005          -7.739104     -15.113363     -32.816099
2006          -9.120121     -10.322293     -36.845571
2007          -4.167681     -11.140640     -34.883980
2008          -5.426112      -5.472525     -38.828558
2009          -0.007702      -8.412302     -36.956405
2010          -0.094911      -1.754920     -38.562981
2011         -10.710191      -0.859769     -34.884618
2012          -7.904596      -5.789986     -33.859315
2013         -24.332828     -34.195503      -0.960951
2014         -31.711449     -31.057429      -5.843750
2015         -34.660786     -26.788757      -0.902549
2016         -33.313453     -25.120740      -5.464124
2017         -28.976263     -25.039164      -8.030773
2018         -17.694282     -34.817018      -3.812613
2019         -19.675458     -32.557741      -7.960890
2020         -20.168991     -32.560038       1.355961
2021         -24.141935     -30.050311      -7.991982
2022         -28.162572     -19.282304     -10.317623
2023         -24.352217     -22.606718      -8.975971
2024         -21.020923     -22.574604     -13.732091
2025         -18.065131     -24.443997     -20.026158
2026         -18.346498     -28.027745      -9.948501
2027         -13.936207     -32.705513      -9.531781
2028         -14.750679     -28.141157     -16.781229
2029          -7.245093     -32.652772     -15.444194
2030          -6.281657     -36.487298     -10.933726
2031         -10.624415     -28.337928     -10.196044
2032         -25.369719       4.830091     -24.516165
2033         -21.558557      -6.538168     -21.479650
2034         -22.045119       0.127441     -26.315395
2035         -24.719700      -0.471231     -20.335631
2036         -24.360433      -6.910364     -17.112216
2037         -28.468455      -3.371211     -16.131407
2038         -30.491856      -1.275579     -11.391529
2039         -17.614968     -36.509210       3.161890
2040          -5.000000     -50.000000      19.282032
2041          -2.500000     -50.000000      14.951905
2042          -7.500000     -50.000000      14.951905
2043          12.499983     -50.000000      -2.368616
2044           2.517014     -45.176461      -8.151929
2045          -9.794883     -44.393042      -1.604620
2046          -2.656120     -44.312716      -6.142909
2047          -7.500000     -50.000000      -2.368603
2048           2.500000     -50.000000      -2.368603
2049          -2.500000     -50.000000      -2.368603
2050          -5.000000     -50.000000       1.961524
2051          -0.000000     -50.000000       1.961524
2052          -2.500000     -50.000000       6.291651
2053          -5.000000     -50.000000      10.621778
2054         -13.965850     -43.049453       2.648137
2055          -8.182525     -45.094858       3.798956
2056         -37.905167     -21.666585       2.914907
2057         -38.979969     -11.056355      -0.653600
2058         -38.577094     -16.649409       0.565552
2059         -31.809127     -20.531032      -3.543518
2060         -32.705046     -13.934752      -9.530909
2061         -35.937139     -15.447587      -4.201971
2062         -37.488151     -12.933912       4.584545
2063         -35.519299     -19.070630       9.635945
2064         -29.584771     -29.385627       8.788956
2065         -32.001204     -23.977723      10.022375
2066         -27.688301     -32.760708       4.910864
2067         -27.597951     -27.597851      -0.009610
2068         -31.835405     -28.911109       3.571918
2069         -30.402178     -22.000985       4.396395
2070         -24.563910     -15.581950     -12.436315
2071         -26.284162      -9.696486     -11.979644
2072         -14.408888     -42.546342       9.676764
2073         -12.371240     -44.176769      14.884531
2074         -22.578208     -34.597841       9.939992
2075         -17.302764     -37.813501       8.643135
2076           9.999985     -50.000000       1.961512
2077           5.000000     -50.000000       1.961524
2078          -0.333333     -31.069904     -23.777971
2079          -8.288811     -26.738961     -15.810199
2080          -2.563041     -28.835270     -19.679166
2081           5.014249     -11.361609     -35.268229
2082           2.777447     -16.792358     -30.985847
2083          -1.024527     -23.681831     -23.976193
2084           2.593785     -20.713273     -27.306568
2085          -6.130475     -23.866450     -22.090067
2086         -12.232485     -21.703592     -20.943022
2087         -21.504947     -12.400661     -20.564890
2088         -16.860160     -19.628783     -23.793411
2089         -15.453465     -14.216529     -25.397667
2090         -18.315998     -18.315998     -18.315998
2091         -19.554519      -9.776111     -25.024093
2092         -19.939410     -12.646961     -14.809741
2093         -15.507414     -14.487988     -16.492970
2094          -8.941988     -17.068757     -23.647582
2095         -18.635498      -4.326513     -25.209030
2096         -14.292449      -2.146902     -27.107443
2097         -14.213995      -8.361683     -25.258856
2098         -10.407131     -11.922815     -28.201796
2099         -10.307068      -4.992308     -28.906650
2100           4.185791     -32.093354     -21.476785
2101           8.542712     -20.772427     -28.981613
2102          13.012511     -22.710122     -31.739775
2103           0.124325     -10.260129     -32.116746
2104           0.841962     -39.724954      -8.020430
2105          -5.417594     -38.828026      -5.479324
2106          -8.587285     -33.217630      -5.944739
2107          32.499910     -50.000000     -11.028917
2108          22.499927     -50.000000     -11.028906
2109          19.999935     -50.000000      -6.698774
2110          24.999682     -50.000000      -6.698944
2111          18.570807     -44.912452     -11.123456
2112          13.668823     -43.515040     -12.151325
2113          14.999916     -50.000000       1.961459
2114          17.499972     -50.000000      -2.368623
2115           5.000000      50.000000     -50.000000
2116          10.000000      50.000000     -50.000000
2117          15.000000      50.000000     -50.000000
2118          -5.000000      19.282032     -50.000000
2119          -2.500000      14.951905     -50.000000
2120           0.241285       4.436387     -45.164014
2121          -3.049753      12.382554     -45.199962
2122           1.926887      12.377911     -45.728114
2123           2.500000      14.951905     -50.000000
2124           5.000000      10.621778     -50.000000
2125           7.500000       6.291651     -50.000000
2126          12.500000       6.291651     -50.000000
2127           4.365679       1.691694     -42.922148
2128           8.918173       0.153751     -45.143437
2129           4.588848       7.972406     -45.336597
2130          10.000000      10.621778     -50.000000
2131           5.000000      19.282032     -50.000000
2132           7.500000      14.951905     -50.000000
2133          50.000000       5.000000     -50.000000
2134          50.000000      10.000000     -50.000000
2135          25.000000      50.000000     -50.000000
2136         -10.000000      41.339746     -50.000000
2137          -7.500000      50.000000     -45.669873
2138          -5.000000      36.602540     -50.000000
2139          -5.081366      41.584745     -50.000000
2140          -2.500000      50.000000     -45.669873
2141          -1.319836      40.251299     -50.000000
2142         -14.823899      12.498830     -39.875133
2143         -17.680246      17.206175     -39.374182
2144         -16.366124      13.071812     -33.121266
2145         -10.446072      31.053212     -45.521870
2146         -10.000000      27.942286     -50.000000
2147          -5.000000      27.942286     -50.000000
2148          -7.500000      23.612159     -50.000000
2149          -0.000000      27.942286     -50.000000
2150          -2.500000      32.272413     -50.000000
2151          -2.500000      23.612159     -50.000000
2152           2.500000      23.612159     -50.000000
2153          -0.000000      19.282032     -50.000000
2154         -17.505191      27.735760     -40.654044
2155         -13.970023      20.418841     -41.920119
2156         -11.552729      26.497721     -43.590077
2157         -26.695995      16.280913     -32.217203
2158         -20.858367      15.720839     -32.503620
2159         -21.540709      25.606305     -36.883827
2160         -16.576317      23.113349     -38.058070
2161         -20.081882      20.089051     -35.313400
2162          -5.000000      45.172057     -45.037280
2163           2.109445      45.516037     -50.000000
2164           2.500000      50.000000     -45.669873
2165         -35.661750       9.669415     -10.848798
2166         -37.654986      37.536804     -23.081082
2167         -40.127678      32.796375     -22.414557
2168         -42.565422      42.550238     -20.466772
2169         -50.000000      50.000000      -0.000000
2170         -50.000000      40.704075     -15.208258
2171         -50.000000      27.500000     -11.028857
2172         -50.000000      32.500000     -11.028857
2173         -50.000000      29.998146      -6.698313
2174         -44.628912      38.909839     -16.611730
2175         -42.394106      33.842192     -17.914205
2176         -45.279805      33.064960     -13.645684
2177         -40.697774      50.000000     -15.240021
2178         -37.381830      50.000000     -10.960654
2179         -34.999979      50.000000     -15.358998
2180         -24.089807      24.451412     -31.574916
2181         -24.787816      29.912113     -29.539039
2182         -28.625715      36.020839     -32.497135
2183         -25.000000      50.000000     -32.679492
2184         -25.345984      43.047004     -33.004424
2185         -20.000000      50.000000     -32.679492
2186           0.000000      50.000000     -41.339746
2187         -22.331171      30.755063     -34.073138
2188         -17.716626      29.180279     -35.719240
2189         -15.015632      33.655276     -43.564675
2190          -9.995895      36.857633     -44.052729
2191         -12.532883      44.027330     -44.027912
2192         -10.000000      50.000000     -41.339746
2193         -15.000000      50.000000     -41.339746
2194         -17.500000      45.219272     -42.123526
2195         -17.500000      50.000000     -37.009619
2196         -12.500000      50.000000     -37.009619
2197         -20.435746      44.016900     -36.880526
2198         -25.000000      37.975021     -37.771468
2199         -18.970728      34.892872     -38.061297
2200         -15.879179      40.321275     -40.362213
2201         -21.729470      36.494903     -33.241258
2202          12.500000      14.951905     -50.000000
2203         -28.805385       9.465588     -26.657804
2204         -29.887031      15.175477     -27.425766
2205         -24.444320      10.705285     -29.686484
2206         -27.995055      10.692023     -21.514282
2207         -17.225050       1.867024     -28.850756
2208         -20.095904       5.898812     -27.495862
2209         -23.011416      15.582920     -27.715674
2210         -28.847169       2.104446     -15.644384
2211         -28.423575      39.838705     -27.004753
2212         -35.810150      43.075938     -19.512405
2213         -30.295719      43.925702     -22.701533
2214         -32.499991      50.000000     -19.689117
2215         -27.499993      50.000000     -19.689116
2216         -24.547083      44.453958     -27.164413
2217         -22.500000      50.000000     -28.349365
2218         -24.999583      50.000000     -24.019479
2219         -31.413389      36.783886     -22.334546
2220         -35.467836      30.968955     -21.218729
2221         -28.455008      33.824513     -26.000261
2222           0.258461       9.087383     -42.346592
2223          -7.305659      20.464324     -43.626985
2224         -10.344987      16.451221     -39.235230
2225         -10.497746      11.760877     -36.772121
2226         -13.915354       7.239251     -31.309692
2227         -19.388594      10.978630     -27.663234
2228         -17.269575      15.431564     -28.749332
2229         -12.728788      11.951650     -29.693048
2230          -5.315702       0.404152     -37.444036
2231           0.892771       3.610622     -36.814994
2232          -7.870353       5.651808     -33.588707
2233          -5.733425       9.620383     -37.671618
2234          -3.208462       5.400044     -39.674105
2235          -4.720634      14.848171     -40.609424
2236           0.196694      36.485059     -50.000000
2237           2.500000      32.272413     -50.000000
2238           7.500003      23.612158     -50.000000
2239          15.000091      27.942234     -50.000000
2240          10.000000      27.942286     -50.000000
2241           5.000000      27.942286     -50.000000
2242           7.500000      32.272413     -50.000000
2243           3.259150      40.931690     -50.000000
2244           5.000000      36.579023     -50.000000
2245          -5.478976      31.966018     -45.070490
2246          -8.731420      31.981271     -40.841306
2247         -50.000000     -17.283551      45.509948
2248         -50.000000     -12.463925      45.643219
2249         -50.000000     -10.000000      50.000000
2250         -50.000000     -18.750917      40.530435
2251         -50.000000     -14.925717      36.739460
2252         -45.669873     -12.500000      50.000000
2253         -50.000000      -7.527357      45.688616
2254         -45.718969      -7.500000      50.000000
2255         -50.000000      -5.000000      50.000000
2256         -50.000000       0.000000      50.000000
2257         -50.000000     -14.919241      41.469625
2258         -50.000000      -2.700218      45.808986
2259         -50.000000     -10.000000      41.339746
2260         -50.000000      -9.719034      36.560328
2261         -50.000000     -12.500000      32.272413
2262         -50.000000      -7.500000      32.272413
2263         -50.000000      -7.500000      23.612159
2264         -50.000000     -10.000000      27.942286
2265         -33.747369      -9.423900      -2.583376
2266         -27.573808     -14.231375      -8.310312
2267         -45.157694      27.856068     -13.710032
2268         -41.650518      25.959822     -17.565857
2269         -44.737710      22.117396     -14.677071
2270         -39.279380      30.263662     -15.389029
2271         -39.963457      21.071806     -17.528532
2272         -40.474167      19.139722     -12.311540
2273         -38.810947      13.601882     -10.209506
2274         -50.000000      15.000000       1.961524
2275         -50.000000      10.000000      10.621778
2276         -50.000000      12.500000       6.291651
2277         -50.000000      17.500000       6.291651
2278         -50.000000      15.000000      10.621778
2279         -39.395913      -5.092763       5.046526
2280         -40.778909      -7.499975       9.379487
2281         -42.854454       2.638736       0.438049
2282         -44.717520       5.092979       5.432297
2283         -43.414065       9.507275      -0.071213
2284         -37.534340      -0.390873      -2.847527
2285         -34.252399       1.484672      -8.158007
2286         -38.829518       5.432876      -5.473638
2287         -50.000000       5.000000      19.282032
2288         -50.000000      12.500000      23.612159
2289         -50.000000      10.000000      19.282032
2290         -50.000000      12.500000      14.951905
2291         -50.000000      17.500000      14.951905
2292         -44.239549      44.237514     -14.653130
2293         -50.000000      45.595844     -12.550709
2294         -45.595094      50.000000     -12.554490
2295         -41.781410      50.000000     -10.510405
2296         -45.232354      50.000000      -7.098129
2297         -46.665516      50.000000      -2.500000
2298         -50.000000      46.665516      -2.500000
2299         -50.000000      45.232354      -7.098129
2300         -50.000000      41.762418     -10.501234
2301         -50.000000      37.381848     -10.960642
2302         -50.000000      34.990335      -6.695389
2303         -50.000000      39.897971      -6.688432
2304         -50.000000      37.498674      -2.369369
2305         -50.000000      42.483859      -2.384153
2306         -43.870928      20.054208      -4.983342
2307         -43.671890      24.457216      -9.575175
2308         -39.926893      21.317498      -7.821242
2309         -50.000000      24.999813       1.961416
2310         -50.000000      27.499813      -2.368711
2311         -50.000000      34.993312       1.957663
2312         -44.339889      27.782081      -4.541590
2313         -50.000000      32.498730      -2.369336
2314         -50.000000      29.999067       1.960985
2315         -50.000000      45.450821       2.304916
2316         -50.000000      50.000000       5.000000
2317         -50.000000      50.000000      20.000000
2318         -50.000000      50.000000      15.000000
2319         -50.000000      27.500000       6.291651
2320         -50.000000      22.500000       6.291651
2321         -50.000000      20.000000      10.621778
2322         -50.000000      25.000000      10.621778
2323         -50.000000       5.000000      50.000000
2324         -50.000000      10.000000      50.000000
2325         -50.000000      15.000000      50.000000
2326         -32.570043     -27.474956      20.334980
2327         -19.838257     -36.832547      13.864427
2328         -28.907117     -32.720328      22.581130
2329         -17.503152     -37.012688      50.000000
2330         -17.500000     -45.669873      50.000000
2331         -12.500000     -50.000000      40.932667
2332         -17.500000     -50.000000      45.669873
2333         -12.500000     -50.000000      46.454483
2334         -18.954859     -42.975662      42.768007
2335         -17.491004     -42.680599      35.142725
2336         -15.000525     -41.340257      50.000000
2337         -12.500000     -45.669873      50.000000
2338          -0.000045     -35.021942     -14.569880
2339           2.197372     -30.413225     -16.626739
2340          -1.658397     -27.529619     -13.958884
2341          -1.262952     -34.650553      -8.210661
2342          22.498957     -50.000000      -2.369312
2343           5.000000     -50.000000      50.000000
2344          10.000000     -50.000000      50.000000
2345         -13.049448     -44.855465      37.885382
2346          -9.999219     -50.000000      36.573195
2347          -7.499638     -50.000000      32.266568
2348          -7.500000     -50.000000      45.669873
2349          -7.500000     -45.669873      50.000000
2350          -7.556335     -50.000000      40.154017
2351          -2.782648     -50.000000      41.021192
2352          -7.500000     -44.183109      10.425651
2353           2.499999     -50.000000       6.291650
2354          -0.000000     -50.000000      10.621778
2355          20.000000     -50.000000       1.961524
2356          -9.837897     -37.394024      -0.414277
2357         -13.256922     -31.403127      -4.540597
2358         -14.315664     -33.134046       0.250284
2359         -22.592543     -30.808525       5.410460
2360         -16.593256     -30.763404       4.716515
2361         -15.196945     -39.328218      16.445969
2362         -12.420976     -43.283979      21.547104
2363          -7.731701     -45.489173      20.714655
2364          -0.000000     -50.000000      27.942286
2365          -4.999809     -50.000000      36.573158
2366          -2.500000     -50.000000      32.272413
2367          -3.284538     -45.330947      29.838615
2368          -5.040592     -43.703458      24.851598
2369          32.679492      15.000000     -50.000000
2370          37.315467      12.402330     -50.000000
2371          32.500000      -2.368603     -50.000000
2372          37.500000      -2.368603     -50.000000
2373          37.355956       6.923399     -50.000000
2374          35.000000       1.961524     -50.000000
2375          32.500000       6.291651     -50.000000
2376          30.000000       1.961524     -50.000000
2377          17.499496     -50.000000       6.291259
2378           7.499974     -50.000000       6.291631
2379          12.499902     -50.000000       6.291575
2380           2.499997     -50.000000      14.951903
2381           4.999993     -50.000000      10.621773
2382          -2.500000     -50.000000      23.612159
2383          -0.000000     -50.000000      19.282032
2384           2.500000     -50.000000      23.612159
2385           4.999998     -50.000000      19.282031
2386           9.999967     -50.000000      10.621753
2387          14.999900     -50.000000      10.621700
2388           5.000000     -50.000000      27.942286
2389          27.498510     -50.000000      -2.369609
2390          29.999583     -50.000000      -6.699011
2391          29.995419     -50.000000       1.958454
2392          50.000000     -50.000000      -0.000000
2393          50.000000     -50.000000      10.000000
2394          45.232354     -50.000000      -7.098129
2395          46.665516     -50.000000      -2.500000
2396          50.000000     -46.665516      -2.500000
2397          50.000000     -45.232354      -7.098129
2398          35.710500     -44.014604     -17.828538
2399          50.000000     -41.915838     -19.829498
2400          50.000000     -37.500000     -19.689111
2401          37.603399     -37.543591     -23.262284
2402          43.055457     -34.697703     -28.047637
2403          44.781687     -37.250406     -23.231181
2404          50.000000     -35.022956     -23.939761
2405          41.892225     -41.944036     -17.470650
2406          50.000000     -40.704075     -15.208258
2407          50.000000     -32.492807     -19.684958
2408          34.980038     -50.000000      -6.687542
2409          42.909528     -45.118293     -12.985325
2410          40.000000     -50.000000      -6.698730
2411          50.000000     -41.762418     -10.501234
2412          41.781410     -50.000000     -10.510405
2413          36.375146     -43.893320     -10.359733
2414           7.880499     -15.408978     -31.980596
2415           4.086476     -24.098981     -21.771535
2416          31.183672     -44.223946     -13.155705
2417          27.225057     -41.239040     -17.787161
2418          24.999895     -43.864937     -12.037439
2419          32.428720     -38.284671     -19.107512
2420          15.014333     -28.343377     -29.307455
2421          19.925971     -30.006747     -24.805553
2422           8.574101     -22.804864     -24.150392
2423          13.344281     -23.501715     -26.207638
2424          23.766961     -36.633417     -16.206348
2425           6.693284     -44.569638      -2.729746
2426           6.264414     -40.267722      -5.519074
2427          27.314802     -45.140642      -7.308910
2428          34.899268     -39.160115     -13.568585
2429          25.284245     -32.512664     -18.779722
2430          10.832189     -28.221078     -21.003345
2431          15.790115     -30.024842     -21.455000
2432          15.306640     -45.148430      -4.261399
2433          10.684220     -43.030336      -6.189950
2434          15.276514     -33.002315     -17.106500
2435          20.544433     -30.659728     -18.856057
2436           7.798654     -33.026124     -14.733607
2437           9.505253     -36.944929      -7.738705
2438           9.016882     -37.876517     -12.944831
2439           4.366243     -35.547432     -10.980503
2440          12.085386     -30.457330     -14.168074
2441          20.266751     -33.804311     -12.280300
2442          15.415340     -37.669197     -12.826360
2443          20.542519     -38.902120     -10.824252
2444          25.000645     -28.831304     -27.470637
2445          34.395197     -28.293016     -34.305785
2446          37.421871     -26.070643     -29.571296
2447          30.025387     -23.605458     -34.377299
2448          27.939299     -25.330368     -30.081176
2449          29.124407     -28.901833     -24.172288
2450          29.571744     -33.365887     -21.386322
2451          35.032685     -31.132229     -25.221779
2452          34.957150     -12.155973     -45.099961
2453          34.980308      -6.687361     -50.000000
2454          30.000000      -6.698730     -50.000000
2455          29.728774     -10.962989     -45.144095
2456          19.666527     -18.068409     -38.320949
2457          17.651551     -20.206400     -33.624427
2458          24.702812     -18.225053     -36.018830
2459          26.478299      -6.837844     -45.097077
2460          25.104864     -11.990885     -42.671348
2461          13.082050     -15.168498     -36.182472
2462          21.484711      -7.127834     -43.991022
2463          17.738938     -13.432636     -40.662417
2464          15.634391      -6.056268     -42.224156
2465          12.905227     -10.691312     -38.756636
2466          22.143830     -10.187179     -38.831259
2467          27.383187     -14.962333     -39.058769
2468          32.164185     -17.079956     -34.398184
2469          32.282775     -14.119226     -40.593109
2470          15.000000       1.961524     -50.000000
2471          15.000000      10.621778     -50.000000
2472          17.500000       6.291651     -50.000000
2473          15.527175      -1.181854     -44.924362
2474          20.396492      -2.410699     -45.413789
2475          25.000000       1.961524     -50.000000
2476          20.000000       1.961524     -50.000000
2477          27.500000       6.291651     -50.000000
2478          25.000000      10.621778     -50.000000
2479          22.500000       6.291651     -50.000000
2480          29.850423      10.526164     -50.000000
2481          33.927531      10.059535     -50.000000
2482          12.781404       3.567369     -43.940417
2483           5.188928      -1.077397     -37.418962
2484          11.189529      -0.513743     -38.937428
2485          15.157603       2.501308     -39.432950
2486           9.735413      -6.298897     -37.423491
2487           4.616810      -5.742446     -33.351941
2488           8.826503      -9.054024     -31.580879
2489          39.921792       1.917793     -50.000000
2490          45.233268       2.197964     -50.000000
2491          38.063054      -6.676814     -44.328641
2492          42.425488      -2.424951     -50.000000
2493          50.000000       2.500000     -45.669873
2494          50.000000      -2.500000     -45.669873
2495          45.037410      -1.402786     -45.297301
2496          44.547366      -7.772674     -42.940551
2497          50.000000      -9.999996     -41.339743
2498          50.000000      -4.999999     -41.339746
2499          43.640236     -28.234179     -27.033910
2500          50.000000     -29.978526     -24.006840
2501          37.191333     -21.364950     -36.275331
2502          43.088668     -17.830394     -37.053847
2503          37.400634     -15.249045     -37.114849
2504          36.178421     -10.608622     -39.496985
2505          50.000000     -25.000000     -24.019238
2506          50.000000     -22.500000     -28.349365
2507          50.000000     -19.999561     -32.679238
2508          42.317698     -21.177660     -30.139007
2509          45.378087     -17.983950     -32.562366
2510          45.241000     -23.048221     -26.197786
2511          50.000000     -14.999884     -32.679425
2512          19.688538     -24.894956     -27.858377
2513          24.457243     -27.334072     -22.007179
2514          23.544583     -21.469584     -31.035848
2515          38.591417     -25.135893     -24.272459
2516          32.714764     -25.981236     -26.715701
2517          30.337902      -2.049320     -45.060424
2518          25.120075      -2.110433     -43.665231
2519          44.350650     -12.326040     -36.411285
2520          50.000000      -7.500000     -37.009619
2521          50.000000     -10.000000     -32.679492
2522          40.723519      -7.585436     -39.102014
2523         -10.641007       1.743658     -27.270746
2524         -32.460085      24.715018     -23.016035
2525         -27.279574      25.959929     -26.095704
2526         -30.931664      29.244762     -24.762585
2527         -26.643077      19.840030     -25.979260
2528         -30.540258      16.624692     -21.783459
2529         -35.846103      15.314160     -15.321289
2530         -28.265961      21.851144     -21.272426
2531         -21.017858       9.073167     -21.202328
2532         -35.201249      22.192447     -15.853477
2533         -34.523644      26.309809     -18.694087
2534         -25.370825       7.797590     -17.860207
2535         -31.009486      15.994797     -13.885118
2536         -27.807510      13.539346     -16.989443
2537          -2.500000     -45.669873      50.000000
2538          -2.342996     -50.000000      45.796552
2539           1.224062     -50.000000      41.826599
2540           2.700218     -50.000000      45.808986
2541           2.500000     -45.669873      50.000000
2542         -43.267525     -18.335987      44.226653
2543         -41.363305     -15.000000      50.000000
2544         -37.222646     -17.433522      50.000000
2545         -37.118318     -11.868580      50.000000
2546         -50.000000       7.500000      23.612159
2547         -50.000000      10.000000      27.942286
2548         -50.000000      -5.000000      27.942286
2549         -50.000000       0.000000      19.282032
2550         -50.000000       2.500000      23.612159
2551         -50.000000       0.000000      27.942286
2552         -50.000000      -2.500000      23.612159
2553         -44.166611     -11.471614      26.414350
2554         -41.594456     -17.007771      27.538470
2555         -44.421126      -6.056186      13.768063
2556         -39.702811     -14.944686      15.399454
2557         -37.771757     -12.535055      10.324701
2558         -42.390954      -8.450140      18.743730
2559         -44.461239      -4.343506      22.505464
2560         -39.165671     -18.930468      22.392938
2561         -39.303454     -12.955186      24.386048
2562         -44.791094       3.699440      14.994960
2563         -45.465996       8.266598      16.942588
2564         -36.791440     -25.544703      35.860756
2565         -36.692159     -26.880470      30.341002
2566         -33.471026     -27.804618      39.876905
2567         -43.605269     -17.145214      33.826948
2568         -41.199917     -18.873609      38.828698
2569         -33.783392     -21.220077      21.028745
2570         -10.367128     -44.444320      26.733354
2571         -12.212664     -43.918830      32.371569
2572         -14.621658     -40.790025      27.736840
2573         -19.746538     -35.286855      20.600024
2574         -24.628561     -35.514142      22.152293
2575         -23.333511     -38.086062      26.395337
2576         -18.486293     -38.805141      25.151287
2577         -14.551883     -37.754075      22.155301
2578         -27.485722     -35.764784      32.563538
2579         -18.974992     -37.455501      31.045313
2580         -23.398758     -38.721441      38.499093
2581         -25.848697     -32.868472      27.657113
2582         -12.500000     -37.009619      50.000000
2583         -17.288851     -37.783077      44.694753
2584         -13.373869     -39.215369      34.531732
2585         -17.193742     -37.043370      37.502966
2586         -27.467149     -28.368332      50.000000
2587         -29.769698     -24.178781      50.000000
2588         -28.215258     -30.301923      36.458454
2589         -24.809663     -33.480025      39.034823
2590         -26.918561     -28.145103      43.447747
2591         -22.762189     -33.781255      43.939229
2592         -22.499997     -28.349367      50.000000
2593         -20.018914     -32.697904      50.000000
2594         -24.999991     -24.019243      50.000000
2595         -41.025757      14.398533      -4.328079
2596         -38.150142      10.508162      -6.129920
2597         -45.079891      10.333810       6.619658
2598         -44.472925      16.289039       0.148540
2599         -44.400387      20.856333       6.426547
2600         -42.575897      21.875942       0.976121
2601         -26.719744       0.752895      -7.910933
2602         -26.301425      -4.296301      -9.039539
2603         -28.980903      -9.750705      -5.891402
2604         -43.771864       7.011296      10.924827
2605         -43.404623      -1.129978      16.819141
