#id_node              x              y              z
408          -50.000000     -41.339746      10.000000
409          -50.000000     -45.669873      12.500000
410          -50.000000     -45.683258      17.476817
411          -10.000000     -50.000000     -32.679492
412          -12.500000     -50.000000     -28.349365
413          -16.108588     -42.509693     -37.263742
414          -10.600800     -44.480297     -36.441551
415           46.339746     -46.339746     -50.000000
416           50.000000     -45.000000     -50.000000
417           50.000000     -40.000000     -50.000000
418           50.000000     -46.339746     -46.339746
419           46.339746     -50.000000     -46.339746
420           50.000000     -50.000000     -45.000000
421           50.000000     -50.000000     -40.000000
422           50.000000     -50.000000     -35.000000
423            2.500000     -37.009619     -50.000000
424            5.000000     -41.339746     -50.000000
425           10.000000     -41.339746     -50.000000
426           15.000000     -41.339746     -50.000000
427            6.070011     -43.608726     -44.032078
428           10.000000     -50.000000     -41.339746
429           15.000000     -50.000000     -41.339746
430           12.405667     -43.906758     -43.906758
431           12.500000     -50.000000     -37.009619
432           -2.306569     -42.404974     -42.404974
433           -1.211291     -45.324310     -38.428355
434           -1.146100     -36.849961     -44.204711
435            2.643053     -39.991567     -42.379106
436           -7.500000     -50.000000     -28.349365
437           32.500000     -50.000000     -45.669873
438           42.306624     -50.000000     -45.781518
439           37.462399     -50.000000     -45.691582
440           42.306624     -45.781518     -50.000000
441           37.462399     -45.691582     -50.000000
442           20.000000     -50.000000     -41.339746
443           22.500000     -45.669873     -50.000000
444           27.500000     -50.000000     -45.669873
445           27.500000     -45.669873     -50.000000
446           22.500000     -50.000000     -45.669873
447           32.500000     -45.669873     -50.000000
448           19.956667     -45.115260     -45.115260
449           20.000000     -41.339746     -50.000000
450           25.000000     -41.339746     -50.000000
451           30.000000     -41.339746     -50.000000
452           44.426594     -45.313516     -45.313516
453           30.000000     -45.294833     -45.294833
454           25.000000     -50.000000     -41.339746
455           34.988362     -50.000000     -41.346465
456           30.000000     -50.000000     -41.339746
457           -5.000000     -32.679492     -50.000000
458           -2.500000     -28.349365     -50.000000
459           50.000000     -35.000000     -50.000000
460           12.500000     -37.009619     -50.000000
461            7.500000     -37.009619     -50.000000
462           15.000000     -32.679492     -50.000000
463           17.500000     -37.009619     -50.000000
464           20.000000     -32.679492     -50.000000
465           22.500000     -37.009619     -50.000000
466           27.500000     -50.000000     -37.009619
467           22.500000     -50.000000     -37.009619
468           15.000000     -50.000000     -32.679492
469           17.500000     -50.000000     -37.009619
470          -50.000000      24.999896     -41.339686
471          -50.000000      32.500000     -45.669873
472          -50.000000      29.997584     -41.339389
473          -50.000000      34.987317     -41.340899
474          -50.000000      27.498310     -37.006395
475          -45.344496      -0.045840     -38.479460
476          -50.000000       2.500000     -37.009619
477          -50.000000       9.999996     -41.339743
478          -50.000000       5.000000     -32.679492
479          -50.000000       7.500000     -37.009619
480          -50.000000      -2.500000     -28.349365
481          -50.000000      19.999888     -41.339681
482          -50.000000       2.500000     -28.349365
483          -50.000000       0.000000     -24.019238
484          -38.682626     -12.380632     -35.577942
485          -39.967107      -9.212115     -40.018807
486          -39.427257      -4.137294     -39.424869
487          -42.948030      -4.082623     -35.683321
488          -45.042303      -4.177498     -30.709123
489          -50.000000     -45.000000      50.000000
490          -50.000000     -40.000000      50.000000
491          -45.669873     -50.000000      17.500000
492          -45.678680     -50.000000      22.500146
493          -50.000000     -45.750180      22.360903
494          -50.000000     -45.002195      27.704714
495          -50.000000     -50.000000      30.000000
496          -45.679354     -50.000000      27.500404
497          -50.000000     -46.016985      32.792377
498          -50.000000     -46.124553      37.639284
499          -45.669873     -50.000000      32.500000
500          -45.688481     -50.000000      37.467771
501          -50.000000     -45.759180      42.508143
502          -50.000000     -46.339746      46.339746
503          -46.339746     -46.339746      50.000000
504          -46.339746     -50.000000      46.339746
505          -45.781518     -50.000000      42.306624
506          -45.000000     -50.000000      50.000000
507          -40.000000     -50.000000      50.000000
508          -41.383108     -50.000000      25.000471
509          -50.000000       7.500000     -28.349365
510          -41.361455     -50.000000      39.962399
511          -50.000000     -37.274947      12.403238
512          -22.499954     -19.689137     -50.000000
513          -16.853463     -30.991105     -45.031271
514          -12.500612     -28.349962     -50.000000
515          -14.999998     -24.019239     -50.000000
516          -18.705789     -25.311532     -45.124478
517          -17.499996     -19.689113     -50.000000
